id,age,job,marital,education,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
79390,50,technician,married,secondary,213,yes,yes,unknown,jun,87,2,-1,0,unknown,0
17556,43,management,married,tertiary,0,no,no,telephone,oct,147,1,-1,0,unknown,0
73194,28,technician,married,tertiary,739,yes,no,cellular,jul,316,1,-1,0,unknown,0
89177,37,blue-collar,married,primary,61,yes,no,cellular,jul,156,3,-1,0,unknown,0
97506,36,blue-collar,married,unknown,70,yes,no,unknown,may,219,4,-1,0,unknown,0
97714,27,technician,single,secondary,2430,yes,no,unknown,may,297,1,-1,0,unknown,0
77462,30,management,single,tertiary,890,no,no,cellular,aug,16,18,-1,0,unknown,0
70190,33,unemployed,single,secondary,233,yes,no,unknown,may,221,4,-1,0,unknown,0
82816,32,blue-collar,single,primary,2507,yes,no,unknown,jun,215,1,-1,0,unknown,0
59168,35,management,single,tertiary,467,yes,no,cellular,aug,82,2,-1,0,unknown,0
24775,25,management,single,tertiary,362,no,no,cellular,jun,617,2,-1,0,unknown,1
83720,31,technician,single,secondary,1,no,no,cellular,aug,107,2,-1,0,unknown,0
98176,36,management,married,tertiary,27359,yes,no,unknown,jun,71,2,-1,0,unknown,0
98771,27,services,single,secondary,430,yes,no,unknown,may,116,2,-1,0,unknown,0
85378,27,blue-collar,single,secondary,535,no,no,cellular,aug,265,3,95,4,success,1
62538,26,blue-collar,single,secondary,78,no,no,telephone,jan,43,1,-1,0,unknown,0
26492,27,student,single,secondary,6036,no,no,cellular,mar,175,1,181,1,failure,1
68964,44,blue-collar,married,primary,2657,yes,no,unknown,jun,202,2,-1,0,unknown,0
83053,45,admin.,single,secondary,757,yes,yes,cellular,jul,144,3,-1,0,unknown,0
46447,53,technician,married,secondary,480,no,no,unknown,jun,648,2,-1,0,unknown,1
75348,29,admin.,divorced,secondary,1320,yes,yes,unknown,may,489,1,-1,0,unknown,0
73501,38,blue-collar,married,primary,476,yes,no,unknown,may,212,4,-1,0,unknown,0
46271,54,technician,divorced,secondary,814,yes,no,unknown,may,95,1,-1,0,unknown,0
21197,41,admin.,single,secondary,2790,yes,no,unknown,jun,190,1,-1,0,unknown,0
46153,44,technician,divorced,secondary,242,no,no,cellular,aug,69,4,-1,0,unknown,0
61587,41,admin.,married,secondary,2993,yes,no,cellular,jul,24,12,-1,0,unknown,0
40057,38,technician,single,secondary,3278,no,no,cellular,aug,645,14,-1,0,unknown,1
12055,26,technician,single,tertiary,172,no,yes,telephone,nov,21,1,140,4,other,0
19125,51,management,divorced,tertiary,45,no,no,cellular,aug,95,4,-1,0,unknown,0
85595,38,blue-collar,married,secondary,121,yes,yes,cellular,feb,168,1,212,2,failure,0
57516,79,retired,married,secondary,2661,no,no,cellular,nov,254,5,-1,0,unknown,1
46882,47,blue-collar,married,unknown,1045,yes,no,unknown,may,411,2,-1,0,unknown,0
75127,51,blue-collar,married,secondary,8486,yes,yes,cellular,nov,80,10,-1,0,unknown,0
91540,53,technician,married,secondary,112,no,no,telephone,may,104,4,-1,0,unknown,0
16343,35,management,married,tertiary,1631,yes,no,unknown,may,83,2,-1,0,unknown,0
60928,56,retired,married,secondary,74,yes,no,unknown,may,152,2,-1,0,unknown,0
26597,26,management,divorced,tertiary,667,no,no,telephone,jun,177,2,-1,0,unknown,0
43011,55,management,married,tertiary,5010,no,no,cellular,nov,530,1,-1,0,unknown,0
70632,53,admin.,married,secondary,1661,yes,yes,cellular,nov,85,1,-1,0,unknown,0
54005,36,blue-collar,married,secondary,-557,yes,yes,cellular,jan,484,1,253,1,failure,0
91497,32,management,single,tertiary,2360,no,no,cellular,may,11,4,90,7,success,0
39288,80,retired,married,secondary,1610,no,no,cellular,aug,71,1,-1,0,unknown,0
91289,53,technician,divorced,secondary,28,no,no,cellular,aug,293,9,-1,0,unknown,0
40757,50,retired,married,tertiary,4,yes,yes,cellular,may,67,1,-1,0,unknown,0
82742,33,entrepreneur,married,secondary,0,no,yes,cellular,jul,224,4,-1,0,unknown,0
76691,30,blue-collar,single,secondary,99,yes,no,unknown,jun,572,4,-1,0,unknown,0
71177,33,admin.,divorced,secondary,1128,yes,no,unknown,may,139,2,-1,0,unknown,0
45251,27,blue-collar,married,primary,713,yes,no,unknown,may,152,4,-1,0,unknown,0
95215,44,technician,married,tertiary,1707,no,no,cellular,aug,406,3,-1,0,unknown,0
62800,33,blue-collar,single,primary,785,yes,no,cellular,nov,139,1,-1,0,unknown,0
26891,30,admin.,married,secondary,482,no,no,cellular,apr,86,1,-1,0,unknown,0
52926,42,blue-collar,married,primary,201,yes,no,cellular,apr,841,1,85,2,failure,1
93015,41,management,married,primary,-679,yes,yes,unknown,may,209,2,-1,0,unknown,0
73516,36,admin.,married,secondary,-423,yes,yes,unknown,may,106,1,-1,0,unknown,0
67770,41,technician,married,secondary,-804,yes,yes,unknown,may,269,11,-1,0,unknown,0
84509,44,self-employed,married,secondary,335,no,no,cellular,feb,105,1,-1,0,unknown,0
25055,32,management,single,tertiary,98,no,no,cellular,aug,119,2,-1,0,unknown,0
74049,35,management,married,tertiary,1380,no,no,cellular,feb,155,1,-1,0,unknown,1
14399,30,admin.,married,tertiary,-750,no,no,cellular,may,208,3,-1,0,unknown,0
34858,33,management,married,tertiary,812,no,no,cellular,dec,396,1,-1,0,unknown,0
51434,39,services,divorced,secondary,1062,yes,no,unknown,jun,10,4,-1,0,unknown,0
42060,44,admin.,married,secondary,262,yes,no,cellular,jul,74,1,-1,0,unknown,0
96187,40,blue-collar,married,primary,46,yes,no,unknown,may,119,1,-1,0,unknown,0
25857,38,management,divorced,primary,2064,yes,no,cellular,may,296,1,-1,0,unknown,0
85286,43,entrepreneur,married,secondary,128,yes,no,telephone,jul,122,2,-1,0,unknown,0
57503,43,self-employed,married,tertiary,2501,no,no,cellular,jan,153,4,-1,0,unknown,0
89032,57,services,married,secondary,2658,yes,no,cellular,nov,107,1,190,1,failure,0
44652,41,entrepreneur,single,secondary,3216,no,no,unknown,jun,718,3,-1,0,unknown,0
47340,32,management,married,tertiary,2431,no,no,cellular,aug,19,19,-1,0,unknown,0
19695,55,management,single,unknown,111,no,no,cellular,apr,117,1,-1,0,unknown,0
50039,37,management,single,tertiary,1517,no,yes,cellular,may,60,1,-1,0,unknown,0
20102,32,management,single,tertiary,1434,no,no,cellular,aug,1144,3,-1,0,unknown,0
93239,44,technician,married,secondary,533,no,no,unknown,jun,74,1,-1,0,unknown,0
16893,60,services,divorced,primary,58,no,yes,cellular,jul,165,2,-1,0,unknown,0
95951,32,blue-collar,married,secondary,476,yes,no,cellular,jul,956,9,-1,0,unknown,1
27278,39,housemaid,married,secondary,315,yes,no,cellular,jul,90,13,-1,0,unknown,0
41349,53,blue-collar,married,primary,805,yes,yes,telephone,feb,136,7,268,2,other,0
84982,47,blue-collar,married,unknown,-345,yes,no,unknown,may,18,14,-1,0,unknown,0
18189,34,admin.,married,secondary,1467,yes,no,cellular,apr,113,1,332,2,failure,0
61452,50,management,married,tertiary,3327,no,no,cellular,aug,74,7,-1,0,unknown,0
89337,56,housemaid,divorced,primary,864,no,no,telephone,jul,46,6,-1,0,unknown,0
76350,40,services,married,secondary,4157,yes,no,unknown,may,735,1,-1,0,unknown,0
40613,46,blue-collar,married,secondary,1287,no,no,cellular,jul,229,1,-1,0,unknown,0
86301,42,entrepreneur,married,secondary,2239,yes,no,cellular,jul,176,1,-1,0,unknown,0
51499,35,management,divorced,tertiary,286,yes,no,cellular,jul,164,3,-1,0,unknown,0
22988,58,technician,divorced,secondary,-147,yes,yes,cellular,jul,95,3,-1,0,unknown,0
86090,40,management,married,secondary,4025,yes,no,cellular,nov,139,2,129,4,failure,0
67945,24,blue-collar,single,secondary,-10,yes,no,unknown,may,106,1,-1,0,unknown,0
19259,40,entrepreneur,married,tertiary,1089,yes,yes,unknown,may,195,5,-1,0,unknown,0
66428,34,technician,single,tertiary,0,no,no,cellular,aug,121,2,-1,0,unknown,0
89305,43,blue-collar,divorced,primary,515,yes,no,cellular,nov,182,1,-1,0,unknown,0
30967,36,management,single,tertiary,3139,no,no,unknown,jun,182,5,-1,0,unknown,0
41804,51,technician,single,secondary,8538,yes,no,cellular,aug,126,2,-1,0,unknown,0
32618,58,admin.,divorced,secondary,1947,no,no,telephone,oct,228,1,-1,0,unknown,1
10323,44,technician,married,secondary,1901,no,no,cellular,aug,165,2,-1,0,unknown,0
49143,32,housemaid,married,secondary,0,yes,no,cellular,may,549,1,368,2,failure,0
87181,36,management,single,tertiary,188,no,no,cellular,jan,55,2,-1,0,unknown,0
43857,38,blue-collar,married,primary,0,yes,no,unknown,jun,179,2,-1,0,unknown,0
15469,46,services,married,unknown,854,yes,no,cellular,apr,478,3,-1,0,unknown,0
99849,29,technician,married,secondary,132,yes,yes,cellular,apr,88,1,-1,0,unknown,0
27776,56,unemployed,divorced,primary,1770,no,no,cellular,feb,916,3,-1,0,unknown,0
41840,42,blue-collar,single,primary,4930,no,no,unknown,jun,973,1,-1,0,unknown,1
11862,25,technician,single,secondary,534,no,no,cellular,jul,167,7,-1,0,unknown,0
40518,49,services,married,secondary,-22,yes,no,unknown,may,70,1,-1,0,unknown,0
50487,42,management,married,unknown,1519,no,no,cellular,jul,268,1,-1,0,unknown,1
10440,29,admin.,married,tertiary,238,no,no,cellular,feb,79,1,-1,0,unknown,0
46182,35,technician,married,secondary,128,no,yes,cellular,jan,456,1,205,2,other,0
46349,29,technician,single,secondary,577,yes,no,cellular,may,18,4,-1,0,unknown,0
34207,27,management,single,tertiary,1,yes,no,cellular,jul,764,4,-1,0,unknown,1
89426,36,blue-collar,married,secondary,-406,yes,yes,unknown,may,104,3,-1,0,unknown,0
21720,28,management,single,tertiary,-62,no,no,unknown,aug,17,1,-1,0,unknown,0
65072,29,management,single,secondary,417,no,no,cellular,oct,90,1,-1,0,unknown,0
15362,37,self-employed,married,tertiary,1510,yes,no,unknown,jun,88,2,-1,0,unknown,0
81242,39,management,married,tertiary,564,yes,no,unknown,may,136,2,-1,0,unknown,0
56514,47,technician,divorced,tertiary,694,yes,no,cellular,may,1001,4,-1,0,unknown,0
82832,34,blue-collar,married,primary,147,yes,no,unknown,jun,80,3,-1,0,unknown,0
10272,45,technician,married,secondary,1629,no,no,cellular,aug,58,4,-1,0,unknown,0
18784,27,student,single,tertiary,39,no,no,cellular,may,379,1,258,10,other,1
57866,27,services,single,secondary,795,no,no,cellular,feb,101,3,-1,0,unknown,0
20160,35,management,married,tertiary,0,yes,yes,cellular,jul,86,4,-1,0,unknown,0
31487,48,blue-collar,married,primary,490,yes,no,unknown,may,622,2,-1,0,unknown,0
18506,33,blue-collar,married,primary,767,yes,no,unknown,may,296,3,-1,0,unknown,0
63867,52,admin.,married,secondary,0,no,no,cellular,apr,91,2,275,1,failure,0
60706,35,management,divorced,tertiary,2287,no,no,cellular,nov,130,3,-1,0,unknown,0
80925,31,management,married,tertiary,382,no,no,cellular,aug,43,19,-1,0,unknown,0
19121,35,management,married,tertiary,0,no,no,cellular,aug,543,4,-1,0,unknown,0
12058,35,entrepreneur,married,primary,2643,no,yes,cellular,jul,259,1,-1,0,unknown,0
24829,33,technician,divorced,secondary,7,yes,yes,unknown,may,87,1,-1,0,unknown,0
26150,36,self-employed,single,tertiary,258,no,no,cellular,feb,230,1,-1,0,unknown,0
52574,27,services,single,secondary,195,yes,no,cellular,feb,416,3,-1,0,unknown,1
10241,36,unemployed,divorced,tertiary,734,no,no,cellular,aug,276,2,-1,0,unknown,0
20530,47,technician,divorced,secondary,129,no,no,cellular,feb,110,2,222,2,failure,0
50888,30,technician,single,secondary,3048,no,yes,cellular,aug,223,2,-1,0,unknown,0
53958,57,entrepreneur,married,primary,6,yes,no,cellular,jul,126,6,-1,0,unknown,0
69321,20,student,single,secondary,210,no,no,cellular,aug,101,1,-1,0,unknown,0
90712,53,unknown,married,unknown,1347,no,no,unknown,jun,92,2,-1,0,unknown,0
49805,37,technician,divorced,secondary,531,no,no,unknown,jun,150,7,-1,0,unknown,0
54979,30,technician,married,secondary,13,yes,yes,cellular,jul,205,1,-1,0,unknown,0
39785,33,management,single,tertiary,2364,no,no,cellular,may,508,1,-1,0,unknown,1
10823,32,blue-collar,single,secondary,255,no,no,unknown,jun,175,1,-1,0,unknown,0
81749,24,student,single,secondary,23878,no,no,cellular,feb,185,1,-1,0,unknown,1
83590,58,technician,married,secondary,385,no,no,cellular,aug,64,1,-1,0,unknown,0
99102,31,blue-collar,married,secondary,-723,yes,no,cellular,jul,112,2,-1,0,unknown,0
68644,29,blue-collar,married,secondary,721,yes,no,cellular,jul,644,1,-1,0,unknown,0
66524,45,blue-collar,married,secondary,192,yes,no,cellular,may,154,5,176,1,other,0
66339,34,self-employed,married,secondary,-56,yes,no,unknown,may,248,3,-1,0,unknown,0
29919,26,admin.,married,secondary,3160,yes,no,unknown,may,154,1,-1,0,unknown,0
59874,37,admin.,single,secondary,127,no,no,cellular,mar,83,4,-1,0,unknown,0
37084,47,management,married,secondary,623,yes,no,cellular,may,102,6,-1,0,unknown,0
66943,52,blue-collar,married,primary,-637,yes,yes,cellular,may,161,5,174,2,failure,0
95252,31,admin.,single,secondary,2104,yes,no,unknown,jun,455,1,-1,0,unknown,0
25479,39,technician,single,secondary,556,yes,no,unknown,may,322,1,-1,0,unknown,0
42414,48,unemployed,married,secondary,293,yes,no,unknown,may,243,1,-1,0,unknown,0
63833,33,technician,married,secondary,1166,no,no,cellular,aug,90,3,-1,0,unknown,0
75859,41,management,married,tertiary,1194,no,no,cellular,aug,50,5,-1,0,unknown,0
93198,33,blue-collar,married,secondary,308,yes,no,cellular,may,147,2,-1,0,unknown,0
93039,32,admin.,married,tertiary,233,yes,no,cellular,apr,77,2,133,4,failure,0
10616,38,technician,divorced,tertiary,82,no,no,cellular,aug,38,13,-1,0,unknown,0
16194,27,admin.,single,tertiary,43,no,no,cellular,feb,95,3,-1,0,unknown,0
81423,52,admin.,married,secondary,4493,no,no,cellular,nov,268,3,-1,0,unknown,0
54793,31,services,married,secondary,413,yes,no,unknown,may,65,1,-1,0,unknown,0
40537,31,technician,single,tertiary,-162,yes,no,cellular,may,380,1,-1,0,unknown,0
68463,38,technician,single,secondary,145,yes,no,unknown,may,109,2,-1,0,unknown,0
17720,36,housemaid,married,secondary,409,yes,no,cellular,may,104,2,-1,0,unknown,0
15236,32,unemployed,single,tertiary,5874,no,no,cellular,feb,298,1,-1,0,unknown,0
64884,58,admin.,married,unknown,4318,no,no,unknown,jun,307,2,-1,0,unknown,0
12219,54,self-employed,married,primary,2132,no,yes,cellular,nov,91,1,-1,0,unknown,0
10722,31,management,divorced,tertiary,294,yes,no,cellular,jul,536,5,-1,0,unknown,1
67961,38,admin.,married,secondary,0,no,no,unknown,may,151,1,-1,0,unknown,0
21839,39,management,married,secondary,517,yes,no,cellular,nov,387,3,196,2,failure,0
28010,49,management,married,unknown,0,no,no,cellular,nov,99,2,-1,0,unknown,0
63878,25,blue-collar,single,unknown,373,yes,no,unknown,jun,634,2,-1,0,unknown,0
99314,48,services,divorced,secondary,297,no,no,cellular,aug,121,4,-1,0,unknown,0
55798,32,admin.,single,secondary,73,yes,no,unknown,may,545,1,-1,0,unknown,0
42043,57,admin.,married,secondary,2,no,no,telephone,jul,144,2,-1,0,unknown,0
24382,36,housemaid,married,primary,4324,yes,no,cellular,nov,139,4,127,4,failure,0
69958,49,admin.,single,unknown,1226,no,no,cellular,apr,400,1,-1,0,unknown,0
45359,51,services,single,primary,2499,yes,no,cellular,may,98,5,-1,0,unknown,0
77873,34,technician,single,secondary,85,yes,no,unknown,may,1182,4,-1,0,unknown,1
93969,37,self-employed,married,tertiary,804,yes,no,cellular,nov,94,1,170,1,other,0
91711,55,admin.,married,secondary,139,yes,no,unknown,may,26,25,-1,0,unknown,0
99336,58,self-employed,married,tertiary,8014,yes,no,unknown,may,65,3,-1,0,unknown,0
40830,45,self-employed,married,tertiary,334,no,no,unknown,jun,87,2,-1,0,unknown,0
65751,46,retired,divorced,secondary,865,no,no,unknown,jun,117,11,-1,0,unknown,0
99585,34,entrepreneur,single,tertiary,2945,yes,no,cellular,apr,266,1,-1,0,unknown,0
22689,32,technician,single,secondary,309,yes,yes,cellular,apr,346,1,234,3,failure,0
20050,49,technician,married,secondary,1432,yes,yes,cellular,nov,1014,3,-1,0,unknown,0
26065,46,blue-collar,married,primary,2023,yes,no,cellular,nov,118,1,-1,0,unknown,0
81690,59,management,married,tertiary,7049,no,no,cellular,nov,530,1,163,2,failure,1
66199,52,technician,divorced,secondary,0,no,no,cellular,aug,39,2,-1,0,unknown,0
13805,33,blue-collar,single,secondary,164,yes,no,unknown,may,461,1,-1,0,unknown,0
74890,26,blue-collar,single,secondary,-685,yes,yes,cellular,jul,314,4,-1,0,unknown,0
89243,33,technician,married,secondary,484,yes,no,cellular,aug,205,3,182,9,success,1
35101,37,management,married,tertiary,0,yes,no,cellular,apr,242,5,153,7,failure,1
71226,53,retired,married,secondary,1139,yes,no,cellular,nov,180,1,186,6,failure,0
69235,30,housemaid,single,secondary,1924,no,no,cellular,feb,170,1,-1,0,unknown,0
68347,56,retired,divorced,tertiary,158,no,yes,cellular,jul,854,1,-1,0,unknown,1
50123,35,blue-collar,married,secondary,6411,yes,yes,cellular,jan,144,1,266,2,failure,0
96463,37,management,married,tertiary,2366,yes,no,cellular,may,721,1,-1,0,unknown,0
18745,79,housemaid,married,primary,0,no,no,cellular,aug,90,1,-1,0,unknown,0
55975,66,retired,divorced,unknown,53,no,no,cellular,jul,562,4,-1,0,unknown,1
34511,35,technician,single,tertiary,211,no,no,cellular,aug,53,1,-1,0,unknown,0
76317,39,services,single,secondary,1281,yes,yes,cellular,jan,177,1,-1,0,unknown,0
86792,36,admin.,married,secondary,1954,yes,yes,cellular,nov,158,2,174,3,failure,0
56277,46,blue-collar,married,primary,-326,yes,no,unknown,may,59,4,-1,0,unknown,0
48501,28,blue-collar,married,primary,206,yes,no,cellular,may,155,2,-1,0,unknown,0
94001,32,management,single,tertiary,863,yes,no,unknown,may,264,1,-1,0,unknown,0
99988,31,management,single,tertiary,2915,no,no,cellular,feb,211,1,-1,0,unknown,0
50405,38,technician,single,secondary,1685,yes,no,unknown,may,185,1,-1,0,unknown,0
20139,44,blue-collar,single,primary,99,no,no,unknown,jun,187,7,-1,0,unknown,0
52733,31,management,married,tertiary,1126,no,no,unknown,jun,20,1,-1,0,unknown,0
19683,42,blue-collar,married,secondary,108,yes,no,telephone,jul,51,21,-1,0,unknown,0
92439,30,technician,single,tertiary,53,no,no,cellular,apr,375,1,-1,0,unknown,1
92528,39,entrepreneur,single,tertiary,243,no,yes,cellular,may,128,3,371,1,failure,0
35850,51,blue-collar,married,secondary,3370,yes,no,cellular,may,59,1,-1,0,unknown,0
41558,42,management,married,tertiary,-700,yes,no,unknown,may,110,1,-1,0,unknown,0
62925,32,management,single,secondary,131,yes,yes,cellular,jul,1152,2,-1,0,unknown,1
99811,51,blue-collar,married,secondary,575,no,yes,cellular,nov,168,1,-1,0,unknown,0
38179,62,management,married,tertiary,10373,no,no,cellular,nov,140,3,97,3,failure,0
20233,28,self-employed,married,tertiary,476,no,yes,cellular,jul,630,1,-1,0,unknown,0
89778,43,housemaid,married,primary,410,yes,yes,cellular,jul,50,2,-1,0,unknown,0
38647,44,management,divorced,tertiary,0,yes,no,telephone,may,146,4,-1,0,unknown,0
32333,45,technician,married,secondary,1415,yes,no,cellular,nov,483,1,116,1,failure,0
66733,38,blue-collar,married,primary,558,yes,no,cellular,feb,427,3,-1,0,unknown,0
95796,33,management,married,tertiary,982,no,no,unknown,jun,735,17,-1,0,unknown,0
84549,30,technician,married,secondary,239,yes,no,cellular,aug,199,8,-1,0,unknown,0
97412,60,self-employed,married,primary,46,yes,no,unknown,may,202,4,-1,0,unknown,0
50526,47,admin.,married,secondary,0,no,yes,cellular,feb,86,2,93,2,other,0
13758,35,self-employed,married,tertiary,1820,yes,yes,cellular,jan,120,1,-1,0,unknown,0
76832,50,admin.,married,secondary,2678,no,no,telephone,jul,1011,6,-1,0,unknown,1
22028,45,blue-collar,married,primary,85,yes,no,unknown,may,162,1,-1,0,unknown,0
59103,35,technician,married,secondary,2189,no,no,cellular,nov,256,3,-1,0,unknown,0
22218,43,management,married,tertiary,438,no,no,unknown,jun,355,2,-1,0,unknown,0
16749,20,student,single,unknown,179,no,no,cellular,mar,196,3,182,3,failure,0
15223,57,technician,divorced,tertiary,437,no,no,cellular,aug,435,5,-1,0,unknown,0
47898,31,technician,single,unknown,460,yes,no,cellular,may,189,2,-1,0,unknown,0
43258,32,blue-collar,single,primary,528,yes,no,cellular,apr,219,1,273,1,failure,0
41254,31,management,single,tertiary,354,no,no,cellular,apr,502,1,9,2,success,1
54567,32,technician,married,tertiary,3538,yes,no,unknown,may,95,5,-1,0,unknown,0
52709,44,management,married,tertiary,1791,no,no,telephone,aug,201,1,182,2,success,1
46406,34,blue-collar,married,primary,197,yes,no,cellular,jul,181,1,-1,0,unknown,0
73502,30,entrepreneur,single,secondary,638,no,no,cellular,jul,358,6,-1,0,unknown,0
41328,44,unemployed,married,primary,280,yes,no,unknown,jun,193,2,-1,0,unknown,0
29134,29,admin.,married,secondary,943,yes,no,unknown,jun,355,1,-1,0,unknown,0
45072,52,services,divorced,secondary,0,no,no,cellular,jul,530,3,-1,0,unknown,0
48063,34,management,married,tertiary,5665,no,no,cellular,aug,72,4,-1,0,unknown,0
30079,51,admin.,married,primary,576,yes,no,cellular,jul,434,1,-1,0,unknown,0
30795,42,blue-collar,divorced,secondary,47,yes,yes,unknown,may,141,1,-1,0,unknown,0
41251,31,admin.,single,secondary,690,no,no,cellular,feb,92,12,-1,0,unknown,0
91959,39,blue-collar,married,secondary,0,yes,no,cellular,may,513,3,176,2,failure,0
45868,36,management,married,secondary,2637,no,no,unknown,jul,219,1,-1,0,unknown,0
69411,35,admin.,married,secondary,898,yes,no,cellular,apr,214,1,-1,0,unknown,1
85626,53,retired,married,secondary,1004,yes,no,unknown,may,155,1,-1,0,unknown,0
76619,37,management,single,tertiary,1027,yes,no,cellular,mar,313,1,152,2,success,1
80263,31,technician,single,tertiary,1081,no,no,cellular,apr,202,5,261,2,failure,1
32436,31,technician,single,tertiary,2744,yes,no,cellular,aug,309,2,-1,0,unknown,0
88338,33,management,single,tertiary,1998,no,no,cellular,nov,570,1,-1,0,unknown,0
15946,26,services,single,secondary,162,yes,no,cellular,mar,185,2,130,8,other,0
64692,53,blue-collar,married,secondary,0,no,yes,telephone,jul,152,4,-1,0,unknown,0
23292,35,blue-collar,single,primary,1284,yes,no,telephone,may,13,5,-1,0,unknown,0
90985,33,blue-collar,single,secondary,2668,yes,no,cellular,jul,187,1,-1,0,unknown,0
55701,34,blue-collar,married,secondary,1650,yes,yes,telephone,jul,351,11,-1,0,unknown,0
97102,33,services,single,secondary,100,yes,no,cellular,may,11,8,297,7,other,0
43861,38,management,married,tertiary,184,no,no,cellular,aug,224,2,-1,0,unknown,0
